번호,제목,요약,원본링크,네이버뉴스링크,게시일
581,SK텔 ‘T멤버십 ？’ <b>맛집</b>·멋집 반값 할인,"' 고객들이 오는 30일까지 전국 번화가 9곳의 인기 <b>맛집</b> 및 멋집 90여곳에서 각종 인기 메뉴를 반값으로... 고객들은 서울 가로수길, 강남역·이태원·홍대·대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산... ",http://www.fnnews.com/view?ra=Sent0901m_01A&corp=fnnews&arcid=201306220311042331104233&cDateYear=2013&cDateMonth=06&cDateDay=22&,https://n.news.naver.com/mnews/article/014/0002909887?sid=105,2013-06-22 03:12:00
582,"[비즈파일] 삼성물산, 도하 메트로 프로젝트 중앙역사 건설공사 수주 外","인기 <b>맛집</b>·멋집의 인기 메뉴를 반값 할인해주는 행사를 진행한다. 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산 등이 이벤트 혜택 적용 지역이며, 이벤트 참여... ",http://news.kukinews.com/article/view.asp?page=1&gCode=kmi&arcid=0007299749&cp=nv,https://n.news.naver.com/mnews/article/005/0000562575?sid=101,2013-06-21 19:15:00
583,SK텔 ‘T멤버십 ?’ <b>맛집</b>·멋집 반값 할인,"' 고객들이 오는 30일까지 전국 번화가 9곳의 인기 <b>맛집</b> 및 멋집 90여곳에서 각종 인기 메뉴를 반값으로... 고객들은 서울 가로수길, 강남역·이태원·홍대·대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산... ",http://www.fnnews.com/view?ra=Sent0901m_01A&corp=fnnews&arcid=201306220100211160012171&cDateYear=2013&cDateMonth=06&cDateDay=21&,https://n.news.naver.com/mnews/article/014/0002909657?sid=105,2013-06-21 16:49:00
584,"SKT, ‘T멤버십 ?’ 고객에 열흘간 ‘4배 혜택’ 쏜다","SK텔레콤(대표 하성민)의 ‘T멤버십 ?’ 가입고객은 오는 30일까지 열흘간 전국 번화가 9곳의 인기 <b>맛집</b>... 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산이 이벤트 혜택... ",http://www.ajunews.com/kor/view.jsp?newsId=20130621000241,http://www.ajunews.com/kor/view.jsp?newsId=20130621000241,2013-06-21 12:56:00
585,"‘T멤버십 눝’ 가입자, 번화가 <b>맛집</b> ‘반값’","◇ SK텔레콤 직원들이 인기 <b>맛집</b>에서 반값 할인 혜택을 받을 수 있는 이벤트를 홍보하고 있다. ⓒSK텔레콤... 반값에 즐기수 있는 지역은 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구... ",http://www.ebn.co.kr/news/n_view.html?id=611709,http://www.ebn.co.kr/news/n_view.html?id=611709,2013-06-21 11:35:00
586,"SKT, 'T멤버십 ㄴㅜㅌ' 고객 열흘 간 4배 혜택 이벤트","인기 <b>맛집</b>·멋집 90여 곳에서 각종 인기 메뉴를 반값으로 할인 받을 수 있다. SK텔레콤은 무한포텐(for 10)Days... 이벤트 혜택 적용 지역은 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구... ",http://www.joseilbo.com/news/news_read.php?uid=186429&class=54,https://n.news.naver.com/mnews/article/123/0002030577?sid=101,2013-06-21 11:03:00
587,SKT &quot;누+ㅌ'고객 대상 열흘간 반값 이벤트,"SKT SK텔레콤(017670)은 'T멤버십 눝' 가입 고객을 대상으로 오는 30일까지 전국 번화가 9곳의 인기 <b>맛집</b>·멋집... 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산이 이벤트... ",http://biz.chosun.com/site/data/html_dir/2013/06/21/2013062101181.html,https://n.news.naver.com/mnews/article/366/0000131494?sid=105,2013-06-21 10:51:00
588,"SK텔레콤, ? 멤버십 고객에게 전국 번화가 반값할인 제공","SK텔레콤은 젊은층을 위한 멤버십 서비스인 'T멤버십 ?' 고객들에게 오는 30일까지 전국 번화가 9곳의 <b>맛집</b>... 이에 따라 고객들은 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로... ",http://www.fnnews.com/view?ra=Sent0901m_01A&corp=fnnews&arcid=201306210100209010011852&cDateYear=2013&cDateMonth=06&cDateDay=21&,https://n.news.naver.com/mnews/article/014/0002909321?sid=105,2013-06-21 10:27:00
589,"SKT, 'T멤버십 눝' 가입자에게 열흘간 혜택 쏜다","9곳의 <b>맛집</b>·멋집 90여 곳에서 각종 인기 메뉴를 반값으로 할인 받을 수 있다. T멤버십 눝은 젊은 층의... 서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산이 이벤트 혜택... ",http://www.osen.co.kr/article/G1109623392,https://n.news.naver.com/mnews/article/109/0002559555?sid=105,2013-06-21 10:07:00
590,"SKT, 'T멤버십 눝' 30일까지 인기<b>맛집</b> '반값할인'","서울 가로수길, 강남역, 이태원, 홍대, 대학로, <b>부산 서면</b>, 광주 전남대, 대구 동성로, 대전 둔산이 이번 행사 대상 지역이다. 참여 제휴처는 '무한포텐days 반값 할인 제휴처'라고 적힌 깃발을 부착해 쉽게 알아볼 수... ",http://www.asiae.co.kr/news/view.htm?idxno=2013062108401433364,https://n.news.naver.com/mnews/article/277/0003027274?sid=105,2013-06-21 09:09:00
591,[y스페셜] 대구 젊음의 분출구를 가다,시지 신매광장 <b>맛집</b>도 줄지어 나들이 제격 칠곡3지구는 ‘북구의 동성로’명성 북적북적 # 새로 떠오르는 곳... 주변 공간이 넓어 시원한 느낌을 주는 것은 <b>부산</b>의 <b>서면</b> 지하상가를 압도한다”면서 “마음에 드는 것은... ,http://www.yeongnam.com/mnews/newsview.do?mode=newsView&newskey=20130601.010020748190001,http://www.yeongnam.com/mnews/newsview.do?mode=newsView&newskey=20130601.010020748190001,2013-06-01 08:36:00
592,‘그 아버지에 그 딸’..당찬 부녀경영시대,"본점과 <b>부산 서면</b>점 그리고 대구백화점, 대백프라자 등에 입점해 있는데 올해는 판매처를 더욱 확대하는... 권 상무는 네이버에 자신의 블로그를 만들어 사업 이야기뿐만 아니라 <b>맛집</b>, 드라마 등 다양한 일상 이야기를... ",http://www.fnnews.com/view?ra=Sent0601m_01A&corp=fnnews&arcid=201305170100174130009745&cDateYear=2013&cDateMonth=05&cDateDay=16&,https://n.news.naver.com/mnews/article/014/0002882924?sid=101,2013-05-16 17:14:00
593,"‘빠담빠담’, <b>부산</b> 센텀점 이어 <b>부산</b> 번화가 ‘<b>서면</b>’ 진출",이탈리안 파스타치킨 카페 ‘빠담빠담’이 지난 5일 <b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>에 ‘빠담빠담 <b>서면</b>점’을... 업계에서도 ‘빠담빠담 센텀점’이 오픈한 지 3개월 만에 이색 치킨<b>맛집</b>으로 많은 인기를 누린 만큼 빠담빠담... ,http://www.sportsworldi.com/Articles/LeisureLife/Article.asp?aid=20130410003510&OutUrl=naver,https://n.news.naver.com/mnews/article/396/0000075952?sid=103,2013-04-10 15:51:00
594,파스타치킨 카페 ‘빠담빠담’ <b>부산 서면</b>점 오픈,빠담빠담 <b>부산 서면</b>점 매장내부 모습 이탈리안 파스타치킨 카페 '빠담빠담'이 <b>부산 서면</b>점을 오픈했다고 8일... 또한 빠담빠담 센텀점이 오픈 3개월만에 이 지역 이색치킨 <b>맛집</b>으로 자리잡아 근처 직장인과 네티즌 사이에... ,http://www.fnnews.com/view?ra=Sent1001m_01A&corp=fnnews&arcid=201304080100083590004498&cDateYear=2013&cDateMonth=04&cDateDay=08&,https://n.news.naver.com/mnews/article/014/0002852660?sid=101,2013-04-08 13:52:00
595,"<b>부산</b>을 벗겼다, 두얼굴의 <b>서면</b>이 드러났다","▲서울의 중심은 명동, <b>부산</b>의 중심은 <b>서면</b> <b>부산</b> 지도를 펴놓고 보면 그 중심에는 <b>부산</b>진구가 있다. 그... 농심 호텔 앞에는 노천탕에서 무료로 족욕을 하며 여행의 피로를 풀 수 있고 주변에는 다양한 <b>맛집</b>들이 즐비하다.... ",http://www.sportsworldi.com/Articles/LeisureLife/Article.asp?aid=20130317003005&OutUrl=naver,https://n.news.naver.com/mnews/article/396/0000070576?sid=103,2013-03-17 21:39:00
596,백년장수로 가는 <b>부산</b>의 맛,■집안 비법 계승·발전 '향토' <b>맛집</b><b>부산</b>에는 오랜 시간 서민들의 허기를 달래온 토속 <b>맛집</b>도 많다. 대표적인 곳이 <b>부산</b>진구 <b>서면</b>시장의 '송정3대국밥'이다. 1946년 고 송갑순 씨가 <b>부산</b> 연지시장에서 국밥 좌판을... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0700&key=20130101.22034184239,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0700&key=20130101.22034184239,2013-01-01 07:48:00
597,프랜차이즈업계 '고객과 소통'…화려함보다 솔직함이 통했다,"새벽시장 관계자는 &quot;<b>부산서면</b>점의 경우 월 매출 1억 원을 이상을 올리고 있다&quot;라고 말하면서,&quot;가맹점 창업을... 에 비슈라 관계자는 &quot;천안<b>맛집</b>으로 유명한 천안 에 비슈라와 수유<b>맛집</b>인 수유 에 비슈라 모두 회생... ",http://sports.chosun.com/news/ntype.htm?id=201212280100176260014614&servicedate=20121228,https://n.news.naver.com/mnews/article/076/0002293034?sid=101,2012-12-28 15:39:00
598,"[성지순례] 한국에서 가장 큰 오락실, <b>부산</b> 삼보게임센터","구성은 '철권 6' 2대, '철권 6: BR' 5대, '철권 태그 토너먼트 <b>2</b> 언리미티드' 3대로, 가격은 ‘철권 6’ 이 300원... 춘하추동밀면의 밀면 맛있는 낙지볶음: 개미집 두 번째로 소개할 <b>서면</b>의 <b>맛집</b>은 <b>부산</b> 전역에 체인점을 두고... ",http://www.gamemeca.com/api/move.html?co_comp=naver_s&move_url=http%3A%2F%2Fwww.gamemeca.com%2Fnews%2Fspecial_move.html%3Fseq%3D1724,http://www.gamemeca.com/api/move.html?co_comp=naver_s&move_url=http%3A%2F%2Fwww.gamemeca.com%2Fnews%2Fspecial_move.html%3Fseq%3D1724,2012-08-18 00:30:00
599,[시민기자 광장] 실버통역단 외국인 관광 길라잡이 '톡톡',"일본인 관광객 마타(27) 씨는 &quot;실버통역단 덕분에 <b>서면</b> 근처의 <b>맛집</b>과 쇼핑센터를 쉽게 찾을 수 있었다&quot;며... 실버통역단은 1호선 자갈치, 남포, 중앙, <b>부산</b>, <b>서면</b>, 노포 5개 역과 2호선 센텀시티, 해운대, 광안, 동백 4개역을... ",http://news20.busan.com/news/newsController.jsp?newsId=20120616000026,https://n.news.naver.com/mnews/article/082/0000344805?sid=102,2012-06-16 07:45:00
600,고급파스타 5900원? 고수들만 아는 ‘파스타명작’,"특급 호텔 요리사가 개발한 이태리 정통 스파게티를 1만 원대 이하의 저렴한 가격으로 맛볼 수 있는 <b>맛집</b>이... 파스타명작은 5월31일 석촌점 오픈에 이어 홍대점, <b>부산서면</b>점을 오픈할 예정이다. 파스타명작 관계자는... ",http://www.mt.co.kr/view/mtview.php?type=1&no=2012053110513255296&outlink=1,https://n.news.naver.com/mnews/article/008/0002850986?sid=101,2012-05-31 15:53:00
601,“호텔이야? 백화점이야?” 롯데호텔<b>부산</b> 7000여㎡ 백화점 변신,"특히, 이번 매장확장은 <b>부산</b>지역내 원정쇼핑객이 크게 증가하는 등 <b>부산</b>이 ‘제 <b>2</b> 의 쇼핑도시’로 급부상하는데 따른 공격적인 변신의 하나로, 전국백화점 4위이자 전통적인 쇼핑중심지인 <b>부산 서면</b>에 위치한... ",http://biz.heraldm.com/common/redirect.jsp?category_id=010109010000&news_id=20120424001145,https://n.news.naver.com/mnews/article/112/0002291934?sid=102,2012-04-24 16:40:00
602,"롯데백화점 <b>부산</b> 본점, 대대적 매장 확충…비 영업공간 등 리뉴얼 ‘에...",특히 이번 매장확장은 <b>부산</b>지역 내 원정쇼핑객이 크게 증가하는 등 <b>부산</b>이 ‘제 <b>2</b> 의 쇼핑도시’로 급부상하는데 따른 공격적인 변신의 하나로 평가 받고 있다. 전국백화점 4위이자 전통적인 쇼핑중심지인 <b>부산 서면</b>에... ,,https://n.news.naver.com/mnews/article/011/0002234250?sid=102,2012-04-24 16:18:00
603,"[<b>부산</b>·경남]<b>부산</b>롯데백화점,'호텔 속 백화점' 첫선",쇼핑중심지인 <b>부산 서면</b>에 위치한 <b>부산</b>본점에 이번 상품기획(MD) 강화를 통해 경쟁력을 높이기 위해서라고... 지역 유명 <b>맛집</b>을 발굴하고 푸드코트 경쟁력을 강화하기 위해 1947년 <b>부산</b> 중구 보수동에서 창업한 이후... ,http://www.hankyung.com/news/app/newsview.php?aid=201204242783h,https://n.news.naver.com/mnews/article/015/0002679256?sid=102,2012-04-24 10:13:00
604,[일상탈출] 파워블로거 '푸른솔'의 여행 블로그 강좌,지난 6일 여행 블로그로 이름깨나 날린다는 블로거 '푸른솔'의 '여행 블로그 강좌(사진)'가 <b>부산 서면</b>의 한... 그리고 <b>맛집</b>도 있을 테다. 귀찮게 여겨질지도 모르겠지만 지난 여행을 정리하는 좋은 계기도 된다. 이 또한... ,http://news20.busan.com/news/newsController.jsp?newsId=20120112000026,https://n.news.naver.com/mnews/article/082/0000323991,2012-01-12 08:03:00
605,20대 젊은 소비자들 신개념 감성주점에 열광하다,"“포털사이트에서 ‘<b>부산 서면 맛집</b>’이라고 검색하면 '블루케찹'이 제일 위쪽에 뜰 정도로 <b>맛집</b>으로... 본사는 이런 약점을 개선하기 위해 지하와 2층, 심지어는 5층이나 <b>2</b>~3층으로 구성된 복층 매장으로 오픈가능... ",http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2011101512175967758&outlink=1,https://n.news.naver.com/mnews/article/008/0002633419?sid=101,2011-10-16 20:33:00
606,"대구음식, 망신스러워서 못 권하겠네","<b>맛집</b>, 관광지 등은 물론이고 '핫 이슈'까지 시민기자와 상근기자가 지역의 희로애락을 낱낱이 보여드립니다.... ⓒ 조을영 <b>부산 서면</b>시장 손칼국수가 말해주는 '누른국수의 미래' 하여간 누른국수를 보니 문득 떠오르는... ",http://www.ohmynews.com/NWS_Web/view/at_pg.aspx?CNTN_CD=A0001597358,https://n.news.naver.com/mnews/article/047/0001983950?sid=103,2011-07-27 14:15:00
607,'LTE'가 이끌 혁신적 통신라이프 키워드는..'영상',"핵심 상권의 골목길까지 상세히 보여주는 고화질 지도가 등장하며 '뜨는 <b>맛집</b>·까페' 랭킹 정보, 사진 등... LTE 커버리지에 포함된 서울(광화문), <b>부산</b>(<b>서면</b>), 광주(전남대) 각 지역에서 휴대폰을 활용해 화상으로... ",http://www.asiae.co.kr/news/view.htm?idxno=2011063014012616514,https://n.news.naver.com/mnews/article/277/0002631535?sid=105,2011-06-30 15:40:00
608,"`트루맛쇼`, 상영관 늘었지만 뭔가 아쉽다",TV <b>맛집</b> 정보 프로그램의 제작 과정을 고발한 다큐멘터리 영화 '트루맛쇼'가 개봉 이후 관객들의 높은... 상영관수 확대 요청이 이어지면서 8일 CGV 강변 및 <b>부산 서면</b> 등에 개봉관을 추가한 상태다. 하지만 CGV 강변의 경우... ,http://star.mk.co.kr/new/view.php?mc=ST&no=364058&year=2011,https://m.entertain.naver.com/article/009/0002480808,2011-06-08 17:20:00
609,65년 전통 송정돼지국밥에서 추억의 맛을 찾는다!,특히 <b>부산 서면</b>시장에 있는 돼지국밥 골목은 피난민들의 애환과 향수가 그대로 남아 있는 곳이다. 이 골목이... 이미 송정돼지국밥의 맛은 수많은 <b>맛집</b> 프로그램에서 앞 다퉈 소개했을 정도로 정평이 나 있다. 65년의... ,http://www.dailian.co.kr/news/news_view.htm?id=217962&sc=naver&kind=menu_code&keys=81,http://www.dailian.co.kr/news/news_view.htm?id=217962&sc=naver&kind=menu_code&keys=81,2010-09-02 14:40:00
610,"최저임금 지키는 착한 <b>맛집</b>, 어디 없나요",이런 집을 선전하고 착한 <b>맛집</b>이 장사가 잘되고 사람들에게 인기가 많으면 나쁜 <b>맛집</b>들도 최저임금을 지키지 않겠는가?&quot; (최고운) &quot;<b>서면</b> 일대에서 뮤직비디오를 촬영하고 싶다. <b>부산</b>지역에서 문화 활동을 하고 있는... ,http://www.ohmynews.com/NWS_Web/view/at_pg.aspx?CNTN_CD=A0001407371,https://n.news.naver.com/mnews/article/047/0001969843?sid=102,2010-06-28 21:10:00
611,<b>부산</b>박람회 열기 사업설명회로 이어가,"이미 <b>부산 서면</b>에 토마토아저씨 가맹점이 자리를 잡고 있어 브랜드 인지도가 있는데다 아기자기하고 편안한 인테리어와 친절한 서비스로 블로그, 카페 등 온라인 커뮤니티에서 <b>맛집</b>으로 이름이 알려져 있기... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02548566592937760,https://n.news.naver.com/mnews/article/018/0002242594?sid=102,2010-04-19 18:32:00
